opstina,mesto,ulica,cena,povrsina,cena_po_m2,broj_soba,stanje,sprat,grejanje,uknjizenost,parking_garaza,Lift,Terasa,Lodja,Tavan,Podrum,namesten,godina_izgradnje,X,Y
Savski Venac,Beograd na vodi,Beograd na vodi,390887,108,3619,3,Renovirano,10,Centralno,Uknjizeno,1,1,1,0,0,0,Polunamesteno,NA,44.80921,20.45865
Stari Grad,Stari Grad,Stari Grad,385000,92,4185,3,Renovirano,7,Centralno,Uknjizeno,1,2,0,0,0,0,NA,NA,44.81311,20.46329
Stari Grad,Terazije,Terazije,385000,92,4185,3,Renovirano,7,Centralno,NA,1,1,0,0,0,0,NA,NA,44.81323,20.46071
Vracar,Hram Svetog Save,Svetog Save,370000,98,3776,3,Renovirano,1,Centralno,Uknjizeno,0,NA,NA,NA,NA,NA,NA,NA,44.80085,20.46759
Stari Grad,Skupstina,Decanska,329000,105,3133,3,Renovirano,2,Etazno,Uknjizeno,0,1,0,0,0,0,NA,NA,44.81403,20.46294
Stari Grad,Trg Nikole Pasica,Decanska,327000,109,3000,3,Renovirano,2,Etazno,Uknjizeno,0,1,1,0,0,1,NA,1935,44.81403,20.46294
Vracar,Hram Svetog Save,Hram Svetog Save,320000,167,1916,3,Renovirano,4,Etazno,Uknjizeno,0,0,1,0,0,0,Prazno,NA,44.80085,20.46759
Stari Grad,Donji Dorcol,Donji Dorcol,3.00E+05,85,3529,3,Renovirano,3,Centralno,NA,0,1,0,0,0,0,NA,NA,44.81311,20.46329
Vracar,Kalenic,Tomasa Jeza,297000,113,2628,3,Renovirano,1,Centralno,Uknjizeno,0,0,1,0,0,1,NA,1971,44.80091,20.4795
Vracar,Kalenic,Tomasa Jeza,297000,113,2628,3,Renovirano,1,Centralno,Uknjizeno,0,0,0,0,0,1,NA,1974,44.80091,20.4795
Stari Grad,Gornji Dorcol,Gospodar Jevremova,285000,87,3276,3,Renovirano,3,Etazno,Uknjizeno,0,1,1,0,0,1,NA,1935,44.82051,20.45991
Vracar,Cvetni Trg,Resavska,280000,91,3077,3,Renovirano,1,Centralno,Uknjizeno,1,1,1,0,0,1,NA,NA,44.80777,20.46567
Stari Grad,Gornji Dorcol,Gospodar Jevremova,269000,89,3022,3,Renovirano,3,Etazno,Uknjizeno,0,1,1,0,0,1,NA,1938,44.82051,20.45991
Savski Venac,Dedinje,Dedinje,269000,92,2924,3,Renovirano,2,Gas,Uknjizeno,1,0,1,0,0,0,Polunamesteno,NA,44.80921,20.45865
Novi Beograd,Bezanijska Kosa,Partizanske Avijacije,254900,120,2124,3,Renovirano,3,Centralno,Uknjizeno,1,0,0,1,0,1,Polunamesteno,1980,44.82126,20.38744
Stari Grad,Obilicev Venac,Obilicev venac,250000,84,2976,3,Renovirano,NA,Etazno,Uknjizeno,0,1,1,0,0,1,NA,NA,44.81617,20.45749
Stari Grad,Centar,Palmoticeva,245000,84,2917,3,Renovirano,1,Centralno,Uknjizeno,1,1,1,0,0,1,NA,1939,44.81366,20.46879
Stari Grad,Studentski Trg,Gospodar Jevremova,245000,91,2692,3,Renovirano,2,Etazno,Uknjizeno,0,0,2,0,0,1,Namesteno,1938,44.82051,20.45991
Vracar,Cvetni Trg,Kralja Milana,240000,88,2727,3,Renovirano,1,Centralno,Uknjizeno,0,NA,NA,NA,NA,NA,NA,NA,44.80566,20.46503
Vracar,Cvetni Trg,Kralja Milana,240000,90,2667,3,Renovirano,1,Centralno,Uknjizeno,0,0,0,0,0,1,NA,1929,44.80566,20.46503
Vracar,Krunski Venac,Njegoseva,240000,90,2667,3,Renovirano,NA,Centralno,Uknjizeno,0,0,0,1,0,0,Namesteno,NA,44.80168,20.47226
Stari Grad,Obilicev Venac,Marsala Birjuzova,237000,79,3000,3,Renovirano,3,Centralno,Uknjizeno,0,1,0,0,0,1,Prazno,NA,44.81565,20.45625
Stari Grad,Toplicin Venac,Marsala Birjuzova,237000,79,3000,3,Renovirano,3,Centralno,Uknjizeno,0,1,1,0,0,0,NA,1968,44.81565,20.45625
Vracar,Hram Svetog Save,Dubljanska,235000,75,3133,3,Renovirano,5,Centralno,Uknjizeno,1,1,0,0,0,0,NA,2008,44.79592,20.47143
Novi Beograd,Blok 25 - Arena,Bulevar Arsenija Carnojevica,230000,92,2500,3,Renovirano,5,Centralno,Uknjizeno,1,1,0,1,0,1,NA,2008,44.81227,20.42044
Stari Grad,Trg Republike,Trg Republike,229000,87,2632,3,Renovirano,4,Centralno,Uknjizeno,0,1,1,0,0,1,Namesteno,NA,44.81656,20.45994
Stari Grad,Skupstina,Skupstina,228000,81,2815,3,Renovirano,1,Centralno,NA,0,1,0,0,0,0,NA,NA,44.81311,20.46329
Stari Grad,Dorcol,Visokog Stevana,215800,83,2600,3,Renovirano,NA,Centralno,Uknjizeno,0,1,1,0,0,0,Prazno,2008,44.8252,20.45986
Vracar,Hram Svetog Save,Macvanska,215000,72,2986,3,Renovirano,3,Etazno,Uknjizeno,0,0,1,0,0,0,NA,1930,44.79761,20.47294
Savski Venac,Dedinje,Mihaila Avramovic,215000,90,2389,3,Renovirano,2,Centralno,Uknjizeno,0,NA,NA,NA,NA,NA,NA,2010,44.76872,20.45753
Vracar,Krunski Venac,Krunski Venac,215000,91,2363,3,Renovirano,5,Centralno,Uknjizeno,0,1,0,0,0,1,Polunamesteno,1989,44.80557,20.46975
Stari Grad,Dorcol,Dorcol,210000,80,2625,3,Renovirano,3,Etazno,Uknjizeno,0,1,1,0,0,0,Namesteno,NA,44.81311,20.46329
Stari Grad,Gornji Dorcol,Visokog Stevana,210000,85,2471,3,Renovirano,NA,Centralno,Uknjizeno,0,1,1,0,0,0,NA,NA,44.8252,20.45986
Stari Grad,Dorcol,Visokog Stevana,2.00E+05,85,2353,3,Renovirano,1,Centralno,Uknjizeno,0,1,1,0,0,0,NA,2007,44.8252,20.45986
Vracar,Neimar,Bulevar Oslobodjenja,199000,98,2031,3,Renovirano,4,Etazno,Uknjizeno,0,1,1,0,0,1,Prazno,NA,44.79293,20.46654
Vracar,Hram Svetog Save,Svetog Save,198000,95,2084,3,Renovirano,2,Centralno,Uknjizeno,0,0,1,0,0,1,NA,1935,44.80085,20.46759
Stari Grad,Dorcol,Visokog Stevana,197000,85,2318,3,Renovirano,NA,Centralno,Uknjizeno,0,1,0,0,0,0,NA,2007,44.8252,20.45986
Vracar,Cvetni Trg,Njegoseva,195000,78,2500,3,Renovirano,NA,Struja,Uknjizeno,0,1,1,0,0,0,NA,NA,44.80168,20.47226
Zemun,Zemun - Centar,Miroslava Tirsa,195000,82,2378,3,Renovirano,1,Etazno,Uknjizeno,1,NA,NA,NA,NA,NA,NA,1937,44.83904,20.41387
Vracar,Krunski Venac,Baba Visnjina,190000,76,2500,3,Renovirano,1,Centralno,Uknjizeno,0,0,0,1,0,1,NA,1938,44.80119,20.47324
Vracar,Pravni fakultet - Vracar,Beogradska,189000,65,2908,3,Renovirano,4,Centralno,Uknjizeno,0,0,0,1,0,1,NA,NA,44.80494,20.46899
Novi Beograd,Studentski Grad,Bulevar Zorana Ðindica,189000,66,2864,3,Renovirano,7,Centralno,Uknjizeno,0,1,1,1,0,0,NA,NA,44.81553,20.42229
Vracar,Hram Svetog Save,Baba Visnjina,183000,76,2408,3,Renovirano,1,Centralno,Uknjizeno,0,0,0,1,0,1,Polunamesteno,NA,44.80119,20.47324
Vracar,Krunski Venac,Beogradska,182000,65,2800,3,Renovirano,4,Centralno,Uknjizeno,0,1,0,0,0,1,NA,1965,44.80494,20.46899
Novi Beograd,Studentski Grad,Narodnih heroja,182000,86,2116,3,Renovirano,2,Centralno,Uknjizeno,0,1,0,0,0,0,NA,1987,44.8247,20.40893
Stari Grad,Dorcol,Francuska,180000,75,2400,3,Renovirano,5,NA,Uknjizeno,0,1,1,1,0,0,NA,NA,44.8267,20.47601
Stari Grad,Skadarlija,Francuska,180000,75,2400,3,Renovirano,5,NA,Uknjizeno,0,1,1,0,0,1,NA,NA,44.8267,20.47601
Stari Grad,Dorcol,Visokog Stevana,180000,80,2250,3,Renovirano,1,Centralno,Nije uknjizeno,0,0,1,0,0,0,NA,NA,44.8252,20.45986
Vracar,Hram Svetog Save,Patrijarha Varnave,180000,80,2250,3,Renovirano,3,Centralno,Uknjizeno,1,1,1,0,0,0,NA,NA,44.79717,20.47232
Stari Grad,Dorcol,Žorza Klemansoa,180000,83,2169,3,Renovirano,3,Struja,Uknjizeno,0,0,1,0,0,1,NA,1935,44.8266,20.47602
Novi Beograd,Bezanijska Kosa,Ljubinke Bobic,180000,88,2045,3,Renovirano,5,Centralno,Uknjizeno,0,1,0,0,0,0,NA,NA,44.81424,20.37611
Novi Beograd,Bezanijska Kosa,Ljubinke Bobic,180000,88,2045,3,Renovirano,5,Centralno,Uknjizeno,1,1,0,0,0,1,NA,NA,44.81424,20.37611
Novi Beograd,Blok 11c - Stari Merkator,Stari Merkator,179000,88,2034,3,Renovirano,6,Centralno,Uknjizeno,1,1,2,0,0,0,NA,NA,44.82374,20.41415
Palilula,Botanicka Basta,Velbuska,178000,62,2871,3,Renovirano,5,Centralno,Uknjizeno,1,1,1,0,0,1,Namesteno,1972,44.81313,20.47651
Stari Grad,Gornji Dorcol,Cara Urosa,175000,63,2778,3,Renovirano,2,Norveski radijatori,Uknjizeno,0,NA,NA,NA,NA,NA,NA,1935,44.8243,20.45893
Stari Grad,Centar,Decanska,175000,77,2273,3,Renovirano,4,NA,Uknjizeno,0,1,0,0,0,1,NA,1960,44.81403,20.46294
Cukarica,Golf Naselje,Petra Martinovica,175000,78,2244,3,Renovirano,1,Centralno,Uknjizeno,1,0,1,0,0,1,NA,1987,44.77572,20.41937
Stari Grad,Centar,Dobrinjska,170000,78,2179,3,Renovirano,3,Struja,Uknjizeno,0,0,1,0,0,1,NA,1935,44.80901,20.46224
Savski Venac,Dedinje,Miloja Ðaka,170000,122,1393,3,Renovirano,1,Struja,Uknjizeno,1,0,2,0,0,1,Prazno,2009,44.76524,20.45776
Novi Beograd,Hotel YU,Dzona Kenedija,167000,72,2319,3,Renovirano,4,Centralno,Uknjizeno,0,1,0,0,0,0,NA,NA,44.83316,20.41278
Stari Grad,Dorcol,Cara Dusana,167000,88,1898,3,Renovirano,1,Norveski radijatori,Uknjizeno,0,0,0,0,0,1,NA,NA,44.82292,20.46092
Stari Grad,London,Dobrinjska,165000,78,2115,3,Renovirano,3,Etazno,Uknjizeno,0,1,1,0,0,1,NA,1937,44.80901,20.46224
Savski Venac,Sarajevska,Sarajevska ,165000,90,1833,3,Renovirano,1,Struja,Uknjizeno,1,0,1,0,1,1,NA,1928,44.8028,20.45401
Stari Grad,Skupstina,Takovska,162000,64,2531,3,Renovirano,6,Centralno,Uknjizeno,0,1,0,1,0,0,NA,NA,44.81243,20.47066
Novi Beograd,Blok 63,Nehruova,161000,95,1695,3,Renovirano,6,Centralno,Uknjizeno,0,2,1,1,0,1,NA,1980,44.80481,20.37869
Savski Venac,Sarajevska,Sarajevska,160000,70,2286,3,Renovirano,8,Centralno,Uknjizeno,0,1,1,0,0,1,NA,1970,44.8028,20.45401
Savski Venac,Sarajevska,Sarajevska,160000,70,2286,3,Renovirano,8,Centralno,Uknjizeno,0,1,1,0,0,0,Namesteno,1970,44.8028,20.45401
Novi Beograd,Usce,Sest Kaplara,160000,70,2286,3,Renovirano,4,Centralno,Uknjizeno,1,0,1,0,0,0,NA,NA,44.813989,20.428233
Stari Grad,Trg Nikole Pasica,Decanska,160000,80,2000,3,Renovirano,1,Etazno,Uknjizeno,0,0,1,0,0,1,NA,NA,44.81403,20.46294
Novi Beograd,Blok 31 - Opstina,Blok 31 - Opstina,160000,86,1860,3,Renovirano,3,Centralno,Uknjizeno,1,1,1,0,0,0,Prazno,NA,44.81679,20.42957
Stari Grad,Dorcol,Dubrovacka,159000,72,2208,3,Renovirano,1,Centralno,Uknjizeno,0,1,1,1,0,0,Polunamesteno,NA,44.82508,20.46136
Vracar,Hram Svetog Save,Borislava Pekica,155000,61,2541,3,Renovirano,1,NA,Uknjizeno,1,0,0,0,0,1,NA,NA,44.79924,20.47119
Stari Grad,Centar,Svetogorska,155000,71,2183,3,Renovirano,NA,Centralno,Uknjizeno,0,0,0,0,0,1,NA,NA,44.81389,20.46816
Zvezdara,Ðeram,Ðuke Dinic,154000,80,1925,3,Renovirano,1,Etazno,Uknjizeno,0,0,1,0,0,1,NA,1938,44.80263,20.48619
Cukarica,Cukaricka Padina,Radnicka,150000,78,1923,3,Renovirano,7,Centralno,Uknjizeno,1,1,1,0,0,1,NA,2005,44.789,20.42068
Cukarica,Golf Naselje,Izvorska,150000,85,1765,3,Renovirano,1,Centralno,Uknjizeno,0,0,1,0,0,0,NA,NA,44.77008,20.41975
Palilula,Profesorska Kolonija,Cvijiceva,150000,85,1765,3,Renovirano,6,Etazno,Uknjizeno,0,1,1,0,0,0,NA,1961,44.81118,20.47982
Novi Beograd,Sava Centar,Bulevar Mihaila Pupina,149000,77,1935,3,Renovirano,6,Centralno,Uknjizeno,1,1,1,0,0,1,NA,NA,44.82226,20.41434
Novi Beograd,Blok 22,Milentija Popovica,148000,74,2000,3,Renovirano,2,Centralno,Uknjizeno,0,1,1,0,0,0,Prazno,NA,44.81122,20.43157
Zvezdara,Lion,Bulevar Kralja Aleksandra,147000,76,1934,3,Renovirano,5,Centralno,Uknjizeno,1,1,0,0,0,1,NA,1975,44.79757,20.49406
Zvezdara,Lion,Bulevar kralja Aleksandra,147000,76,1934,3,Renovirano,5,Centralno,Uknjizeno,1,1,0,0,0,1,NA,1970,44.79757,20.49406
Stari Grad,Bajlonijeva Pijaca,Ðorda Jovanovica,145000,59,2458,3,Renovirano,NA,NA,Uknjizeno,0,0,1,0,0,0,Polunamesteno,1927,44.8193,20.46795
Novi Beograd,Blok 61,Blok 61,143000,72,1986,3,Renovirano,2,Centralno,Uknjizeno,0,2,0,0,0,1,Polunamesteno,1985,44.81679,20.42957
Novi Beograd,Blok 34,Bulevar Zorana Ðindica,142000,64,2219,3,Renovirano,3,Centralno,Uknjizeno,0,0,0,1,0,0,NA,NA,44.81553,20.42229
Stari Grad,Gornji Dorcol,Strahinjica Bana,140000,64,2188,3,Renovirano,4,Centralno,Uknjizeno,0,0,1,0,0,0,NA,1938,44.82205,20.46067
Novi Beograd,Blok 22,Milentija Popovica,140000,75,1867,3,Renovirano,5,Centralno,Uknjizeno,1,1,1,0,0,1,NA,1978,44.81122,20.43157
Vracar,Crveni Krst Vracar,Kajmakcalanska,140000,79,1772,3,Renovirano,2,Etazno,Uknjizeno,0,0,0,0,0,1,NA,1937,44.79839,20.48897
Stari Grad,Dorcol,Komnen Barjaktara,139000,85,1635,3,Renovirano,3,Struja,Uknjizeno,0,0,1,0,0,0,NA,1940,44.82059,20.46939
Vracar,Juzni Bulevar,Sime Igumanova,135000,63,2143,3,Renovirano,2,Centralno,Uknjizeno,0,1,1,0,0,1,NA,NA,44.79209,20.47419
Novi Beograd,Blok 1 - Fontana,Otona Zupancica,135000,72,1875,3,Renovirano,5,Centralno,Uknjizeno,1,1,0,0,0,0,NA,NA,44.82938,20.40814
Stari Grad,Kalemegdan,Rige od Fere,135000,75,1800,3,Renovirano,Prizemlje,Centralno,Uknjizeno,0,NA,NA,NA,NA,NA,NA,NA,44.82362,20.45688
Novi Beograd,Bezanijska Kosa,Nikole Dobrovica,135000,82,1646,3,Renovirano,3,Centralno,Uknjizeno,0,0,0,0,0,1,NA,NA,44.81636,20.38989
Novi Beograd,Bezanijska Kosa,Nedeljka Gvozdenovica,133000,86,1547,3,Renovirano,NA,Centralno,Uknjizeno,1,1,1,0,0,1,NA,NA,44.81031,20.36802
Palilula,Palilulska Pijaca,Dalmatinska,130000,73,1781,3,Renovirano,Prizemlje,Centralno,Uknjizeno,1,0,0,0,0,1,Prazno,NA,44.8128,20.47618
Novi Beograd,Blok 22,bulevar arsenija carnojevica,130000,74,1757,3,Renovirano,4,Centralno,Uknjizeno,0,0,1,0,0,1,NA,1975,44.81227,20.42044
Vracar,Istocni Vracar,Kralja Milana,130000,84,1548,3,Renovirano,NA,Centralno,Uknjizeno,0,NA,NA,NA,NA,NA,NA,NA,44.80566,20.46503
Stari Grad,Bajlonijeva Pijaca,Ðorda Jovanovica,128000,63,2032,3,Renovirano,NA,Etazno,Uknjizeno,1,0,1,0,0,1,NA,1927,44.8193,20.46795
Stari Grad,Skadarlija,Ðorda Jovanovica,128000,63,2032,3,Renovirano,NA,Etazno,Uknjizeno,0,0,1,0,0,1,NA,1927,44.8193,20.46795
Vozdovac,Brace Jerkovic,Dragice Koncar,128000,75,1707,3,Renovirano,14,Centralno,Uknjizeno,0,1,1,0,0,1,Polunamesteno,NA,44.76714,20.49858
Vozdovac,Brace Jerkovic,Dragice Koncar,128000,78,1641,3,Renovirano,14,Centralno,Uknjizeno,0,1,1,0,0,1,NA,NA,44.76714,20.49858
Zvezdara,Vukov Spomenik,Resavska,127500,66,1932,3,Renovirano,3,Norveski radijatori,Uknjizeno,0,NA,NA,NA,NA,NA,Namesteno,NA,44.79997,20.49352
Novi Beograd,Blok 23,Bulevar Milutina Milankovica,126000,70,1800,3,Renovirano,3,Centralno,Uknjizeno,0,2,0,1,0,1,NA,NA,44.8114,20.41294
Cukarica,Banovo Brdo,Sumadijski trg,126000,75,1680,3,Renovirano,8,Centralno,Uknjizeno,0,2,0,2,0,1,NA,NA,44.78276,20.41602
Vozdovac,Stepa Stepanovic,2. srpske armije,126000,83,1518,3,Renovirano,2,Centralno,Uknjizeno,1,1,1,0,0,0,NA,2015,44.75615,20.49233
Stari Grad,Donji Dorcol,Mike Alasa,125000,59,2119,3,Renovirano,4,Centralno,Uknjizeno,0,0,1,0,0,1,NA,NA,44.8279,20.45931
Palilula,Tasmajdan,Dalmatinska,125000,65,1923,3,Renovirano,Prizemlje,Centralno,Uknjizeno,0,NA,NA,NA,NA,NA,NA,NA,44.8128,20.47618
Savski Venac,Dedinje,Dedinje,125000,66,1894,3,Renovirano,NA,NA,Uknjizeno,0,NA,NA,NA,NA,NA,Namesteno,1963,44.80921,20.45865
Zvezdara,Bulbulder,Bulbulder,125000,78,1603,3,Renovirano,1,Etazno,Uknjizeno,0,0,2,0,0,0,NA,1980,44.79313,20.50491
Novi Beograd,Bezanijska Kosa,Ljubinke Bobic,122000,86,1419,3,Renovirano,1,Centralno,Uknjizeno,1,0,0,0,0,1,NA,NA,44.81424,20.37611
Vracar,Crveni Krst Vracar,Branka Krsmanovica,120000,54,2222,3,Renovirano,1,Etazno,Uknjizeno,0,1,1,0,0,0,NA,2008,44.8007,20.48946
Palilula,,Palilula,120000,68,1765,3,Renovirano,4,Centralno,Uknjizeno,0,1,1,0,0,0,NA,NA,44.81118,20.47897
Vozdovac,Autokomanda,Ustanicka,118000,76,1553,3,Renovirano,1,Centralno,Uknjizeno,0,0,0,1,0,0,NA,NA,44.78874,20.47401
Zvezdara,Crveni Krst,Branka Krsmanovica,117000,57,2053,3,Renovirano,4,Struja,Uknjizeno,0,1,0,0,0,0,NA,2008,44.8007,20.48946
Zvezdara,Crveni Krst,Branka Krsmanovica,117000,60,1950,3,Renovirano,4,Etazno,Uknjizeno,0,1,1,0,0,0,NA,NA,44.8007,20.48946
Cukarica,Cukaricka Padina,Stevana Ðurdevica Trosarinca,117000,74,1581,3,Renovirano,8,Centralno,Uknjizeno,1,1,1,0,0,1,NA,NA,44.77665,20.40629
Zemun,Sava Kovacevic,Sava Kovacevic,115000,77,1494,3,Renovirano,Prizemlje,Centralno,Uknjizeno,0,0,0,1,0,1,NA,1980,44.84403,20.39321
Cukarica,Cerak,Petefijeva,115000,88,1307,3,Renovirano,3,Centralno,Uknjizeno,0,1,1,1,0,1,NA,NA,44.75058,20.4159
Vozdovac,Brace Jerkovic,Brace Jerkovic,113000,92,1228,3,Renovirano,2,Centralno,Uknjizeno,0,2,0,2,0,1,NA,NA,44.7713,20.48792
Novi Beograd,Blok 63,Gandijeva,112000,94,1191,3,Renovirano,10,NA,Uknjizeno,0,1,0,0,0,0,NA,NA,44.8075,20.38505
Zvezdara,Gradska Bolnica,Gradska Bolnica,110000,70,1571,3,Renovirano,NA,Centralno,Uknjizeno,1,1,1,1,0,1,Polunamesteno,NA,44.7954,20.50565
Zvezdara,Gradska Bolnica,Presevska,110000,82,1341,3,Renovirano,Prizemlje,TA pec,Uknjizeno,1,0,2,0,0,0,NA,NA,44.79997,20.49352
Vozdovac,Banjica,Crnotravska,110000,108,1019,3,Renovirano,23,Centralno,Uknjizeno,1,1,0,0,0,1,NA,1979,44.76603,20.46991
Zemun,Altina,Altina,109250,95,1150,3,Renovirano,NA,Etazno,Uknjizeno,1,0,1,0,0,0,Namesteno,NA,44.84529,20.41041
Novi Beograd,Blok 63,Gandijeva,109000,70,1557,3,Renovirano,13,Centralno,Uknjizeno,0,1,1,0,0,0,NA,1990,44.8075,20.38505
Novi Beograd,Bezanijska Kosa,Blaza Popivode,109000,79,1380,3,Renovirano,NA,Struja,Uknjizeno,1,0,0,0,0,1,NA,NA,44.80999,20.37008
Zvezdara,Konjarnik,Konjarnik,105600,66,1600,3,Renovirano,6,Centralno,Uknjizeno,0,1,1,0,0,0,Prazno,NA,44.77771,20.51959
Novi Beograd,Blok 63,Nehruova,105000,67,1567,3,Renovirano,12,Centralno,Nije uknjizeno,0,2,0,2,0,0,NA,NA,44.80481,20.37869
Vozdovac,Banjica,Crnotravska,105000,100,1050,3,Renovirano,21,Centralno,NA,0,1,0,0,0,0,NA,NA,44.76603,20.46991
Palilula,Karaburma,Pere Cetkovica,105000,112,938,3,Renovirano,3,NA,Uknjizeno,0,0,1,0,0,0,Namesteno,NA,44.80823,20.5189
Novi Beograd,Blok 4,Studentska,104600,72,1453,3,Renovirano,4,Centralno,Uknjizeno,0,0,0,0,0,1,Prazno,NA,44.82655,20.40488
Novi Beograd,Blok 63,Nehruova,104000,69,1507,3,Renovirano,12,Centralno,Uknjizeno,1,1,1,0,0,1,NA,1984,44.80481,20.37869
Cukarica,Žarkovo,Porucnika Spasica i Masere,103000,90,1144,3,Renovirano,8,Centralno,Uknjizeno,0,1,1,0,0,1,NA,1988,44.76562,20.4101
Cukarica,Žarkovo,Repiska,102000,74,1378,3,Renovirano,1,Struja,Uknjizeno,0,0,1,0,0,1,NA,1963,44.76099,20.41649
Cukarica,Žarkovo,Repiska,102000,75,1360,3,Renovirano,1,Etazno,Uknjizeno,0,0,1,0,0,1,NA,NA,44.76099,20.41649
Cukarica,Žarkovo,Repiska,102000,75,1360,3,Renovirano,1,Etazno,Uknjizeno,0,0,1,0,0,0,NA,NA,44.76099,20.41649
Zvezdara,Konjarnik,Olge Alkalaj,1.00E+05,57,1754,3,Renovirano,1,Centralno,Uknjizeno,1,1,0,0,0,1,NA,1975,44.78066,20.5094
Zemun,Retenzija,Prve pruge,1.00E+05,69,1449,3,Renovirano,7,Centralno,Uknjizeno,1,1,0,0,0,0,NA,NA,44.83621,20.41208
Vozdovac,Brace Jerkovic,Dragice Koncar,1.00E+05,89,1124,3,Renovirano,Prizemlje,NA,Uknjizba u toku,1,0,1,1,0,1,NA,1980,44.76714,20.49858
Novi Beograd,Blok 1 - Fontana,Pariske komune,99000,60,1650,3,Renovirano,6,Centralno,Uknjizeno,1,1,0,0,0,0,NA,NA,44.82852,20.40307
Novi Beograd,Blok 8a - Paviljoni,Otona Zupancica,99000,71,1394,3,Renovirano,6,Centralno,Uknjizeno,0,NA,NA,NA,NA,NA,NA,2012,44.82938,20.40814
Cukarica,Cukaricka Padina,Obalskih radnika,98000,70,1400,3,Renovirano,7,Centralno,Uknjizeno,0,1,0,0,0,0,NA,NA,44.7769,20.40467
Vozdovac,Autokomanda,Kumodraska,97000,80,1213,3,Renovirano,2,Centralno,Uknjizeno,1,0,1,0,0,1,NA,1975,44.78249,20.47752
Novi Beograd,Blok 62,Nehruova,95000,82,1159,3,Renovirano,14,Centralno,NA,0,1,0,0,0,0,NA,NA,44.80481,20.37869
Palilula,Bogoslovija,Bore Vukmirovica,94000,72,1306,3,Renovirano,3,Centralno,Uknjizeno,0,NA,NA,NA,NA,NA,NA,2006,44.81549,20.49573
Zvezdara,Mirijevo,Matice Srpske,92500,60,1542,3,Renovirano,2,Centralno,Uknjizeno,1,1,1,0,0,1,NA,NA,44.78901,20.53792
Savski Venac,Klinicki Centar,Oblakovska,92000,68,1353,3,Renovirano,3,Etazno,Uknjizeno,0,NA,NA,NA,NA,NA,NA,1970,44.79309,20.4626
Vozdovac,Donji Vozdovac,Kraljevacka,91000,71,1282,3,Renovirano,5,Centralno,Uknjizeno,0,1,0,0,0,0,Polunamesteno,1970,44.77712,20.48243
Novi Beograd,Blok 44,Nehruova,89500,81,1105,3,Renovirano,2,Struja,NA,0,NA,NA,NA,NA,NA,Prazno,NA,44.80481,20.37869
Zvezdara,Mirijevo,Koste Nada,89000,65,1369,3,Renovirano,1,Struja,Uknjizeno,0,1,1,0,0,0,NA,NA,44.79112,20.54047
Vozdovac,Medakovic ,Hanibala Lucica,85000,80,1063,3,Renovirano,NA,Centralno,Uknjizeno,0,0,1,0,0,0,NA,NA,44.77518,20.49663
Zvezdara,Mirijevo,Matice Srpske,85000,80,1063,3,Renovirano,8,Centralno,Uknjizeno,0,1,0,0,0,0,NA,NA,44.78901,20.53792
Rakovica,Kanarevo Brdo,Srzenticeva,82000,69,1188,3,Renovirano,3,Centralno,Uknjizeno,1,0,1,0,0,0,NA,2005,44.75664,20.44995
Rakovica,Miljakovac,Petra Konjovica,81600,110,742,3,Renovirano,1,Centralno,Uknjizeno,1,0,1,0,0,0,NA,1985,44.75215,20.4484
Cukarica,Žarkovo,Marine Velickovic ,80000,67,1194,3,Renovirano,NA,NA,NA,0,0,0,0,0,1,Prazno,NA,44.76472,20.40868
Rakovica,Skojevsko Naselje,Skojevsko Naselje,80000,80,1000,3,Renovirano,6,Centralno,Uknjizeno,0,1,1,0,0,0,NA,NA,44.74324,20.44514
Palilula,Kotez,Dr. Dragise Misovica,79000,98,806,3,Renovirano,1,Etazno,Uknjizeno,1,0,1,0,0,1,NA,1972,44.85091,20.47252
Zemun,Gornji Grad,Alaska,76000,63,1206,3,Renovirano,1,Struja,Uknjizeno,1,0,0,1,0,1,Prazno,1965,44.85322,20.38835
Vozdovac,Brace Jerkovic,Dragice Koncar,76000,68,1118,3,Renovirano,Prizemlje,Centralno,Uknjizeno,1,0,0,0,0,1,NA,1977,44.76714,20.49858
Palilula,,Milana Tankosica,73000,65,1123,3,Renovirano,Suteren,Norveski radijatori,Uknjizeno,0,NA,NA,NA,NA,NA,NA,NA,44.81054,20.48314
Rakovica,Kanarevo Brdo,Borska,72000,65,1108,3,Renovirano,10,Centralno,Uknjizeno,0,1,1,0,0,0,NA,NA,44.75006,20.45577
Palilula,Bogoslovija,Sime Solaje,69000,54,1278,3,Renovirano,2,Etazno,Uknjizeno,0,0,1,0,0,0,NA,NA,44.81605,20.49876
Rakovica,Rakovica - Centar,Pilota Mihaila Petrovica,63000,61,1033,3,Renovirano,3,TA pec,Uknjizeno,1,0,1,0,0,1,Polunamesteno,NA,44.74326,20.4208
Vozdovac,Vojvode Vlahovica,Miljana Miljanica,63000,70,900,3,Renovirano,Potkrovlje,Gas,Uknjizeno,0,NA,NA,NA,NA,NA,Namesteno,2010,44.78632,20.48037
Palilula,Kotez,Konjuh planine ,62000,57,1088,3,Renovirano,1,Norveski radijatori,Uknjizeno,0,0,1,1,0,0,Namesteno,1980,44.85099,20.47365
Vracar,Beograd,Maksima Gorkog,60000,87,690,3,Renovirano,1,Etazno,Uknjizeno,0,0,1,0,0,0,NA,NA,44.79587,20.47759
Palilula,Borca,Borca,53000,90,589,3,Renovirano,2,TA pec,NA,0,0,1,0,0,0,NA,NA,44.81118,20.47897
